RAJ2000,DEJ2000,Ktmag,cz
33.29546,14.01800,10.933,7815
45.87695,-61.13899,10.961,8553
52.69870,-73.78427,11.028,8326
58.57863,41.30188,11.048,10352
75.28300,-23.74097,11.028,14234
82.64880,53.15911,11.060,9623
89.78184,78.50967,10.727,4758
110.22635,-33.97524,11.009,8700
149.05003,75.86651,10.653,2457
163.89365,-48.24682,10.817,4630
190.79129,-1.44122,10.963,14160
192.37062,-8.85062,10.911,4317
224.62294,-6.81913,10.941,7598
268.81992,62.66987,11.021,7585
279.94287,-63.20050,10.943,11095
305.51331,-47.48083,11.041,5586
307.82724,24.60095,10.889,11005
310.16345,-20.73979,10.626,11072
314.98718,-55.56196,10.919,9593
329.09851,1.36395,10.898,18767
333.12579,40.30799,10.940,14136
2.72603,-21.06745,10.907,7857
7.11852,23.49715,10.807,7528
13.17684,-55.52396,11.001,7069
38.42718,37.66744,11.013,10548
41.64835,1.44287,11.002,8367
42.46114,13.14536,10.885,9161
57.24309,-1.14473,10.945,12196
58.90968,41.63790,10.700,5392
92.70715,35.64503,10.887,5732
106.76952,-49.17680,11.059,12969
115.86656,-52.90826,10.969,12941
140.87119,25.76954,10.987,14916
165.88580,-1.50978,10.965,11185
211.43407,-39.77595,11.028,4057
217.15350,38.99919,10.563,2895
241.40335,17.80212,10.879,10240
247.03008,52.38339,11.011,9061
261.09583,49.92922,11.045,8738
280.02042,-42.16501,10.956,17939
344.90518,2.34458,10.967,4866
357.69592,-2.18822,11.026,13880
359.96060,32.70236,10.987,10086
8.72828,-12.49828,10.841,7994
9.02749,-32.60322,10.994,4423
28.21092,36.22345,11.036,3576
41.98808,37.56963,10.995,9044
44.26811,-7.68561,10.833,5187
62.36124,36.99597,10.810,6048
109.46258,85.00475,11.042,4463
133.53618,17.43003,10.937,6104
156.23418,20.40277,10.988,11121
176.21028,-1.60124,10.834,8512
196.23926,12.07903,10.924,10734
202.47835,-29.49693,10.574,14662
222.16135,-85.89596,11.046,12321
239.48486,28.79559,10.829,23167
259.21213,-23.40209,10.928,8584
263.28000,43.82208,10.750,8676
273.76544,29.76973,10.950,5700
294.24991,0.24647,11.079,6076
296.01929,8.32765,10.998,3266
316.78687,-24.04442,11.055,11484
316.95581,-10.40854,10.875,8780
348.11710,-61.52133,11.038,7945
19.27662,-13.99774,10.846,15411
28.45575,-35.85617,10.925,10025
68.81817,-25.99282,10.888,12532
85.71956,69.89270,10.945,4016
96.50188,-27.52003,10.978,7042
128.00232,-4.20617,10.950,9688
128.61746,-4.14732,10.829,12308
148.15120,9.88200,10.939,9119
154.35832,17.09708,11.009,8289
176.08505,19.98083,11.009,6329
183.93542,-34.89865,10.931,7748
196.63431,-40.31868,10.974,4772
207.63875,16.10202,11.045,6806
216.81058,11.33917,10.890,8325
217.97037,7.32087,11.000,8163
220.85684,4.37912,11.031,7919
240.03130,52.36108,11.063,10132
241.93503,-63.53506,10.853,18301
257.82410,49.98771,10.974,8424
276.03687,46.67139,11.055,20136
283.91202,-23.40526,10.930,12524
305.74631,-20.94892,10.894,16189
310.48767,-19.63305,11.022,10977
310.86172,-10.03180,11.039,10048
311.79373,0.36331,11.032,3716
320.87631,-7.74597,11.051,8295
326.81909,10.24117,10.968,8287
335.59967,5.13911,10.899,8501
336.07739,-55.24765,10.727,23681
343.76294,13.22050,10.981,9750
5.37097,22.50586,11.003,5820
13.63467,-40.71605,11.051,7273
14.45224,-67.04009,10.939,19197
18.76640,-31.78389,10.989,10681
37.68895,-13.98099,10.881,10517
45.85185,-50.49528,11.030,6932
81.02880,-12.16912,11.060,14690
121.96056,56.69342,10.962,8907
131.65096,-25.35395,11.071,5220
140.62265,50.43011,10.898,7974
141.09528,28.29298,10.993,6508
144.15495,48.47436,11.061,7777
153.00871,-2.14611,10.949,6069
159.53970,-50.15964,10.985,7074
181.40714,1.82817,10.991,6266
205.63382,-38.17329,10.793,10410
205.95992,-19.88440,10.967,9994
207.14980,33.51176,11.080,4351
210.52612,-1.39643,10.933,7476
221.97638,13.66168,10.949,8970
232.61786,-2.27053,11.041,8363
288.77551,-17.23090,11.023,8905
294.56958,-38.89476,11.050,5729
300.85239,-25.90915,11.125,8100
306.91486,10.75726,11.039,5298
316.51901,15.97284,10.996,5057
317.93262,37.52890,10.961,7719
331.63599,44.71896,10.947,5568
355.63260,-42.93409,10.904,15026
8.79673,-43.98501,11.034,7600
10.70407,23.49017,11.064,7327
11.86295,-48.23682,10.796,14927
17.30621,31.97943,11.000,5174
25.52511,7.66491,11.123,18162
38.64985,11.72312,11.029,7946
48.14986,19.83223,10.814,16804
51.23360,-2.82222,11.033,5985
54.15031,-15.89666,10.945,9469
92.71267,-50.69351,10.894,10721
99.32451,-55.36137,10.893,15412
116.78265,43.31400,10.988,12488
144.75647,17.02522,10.963,8953
196.10002,55.36823,10.824,8696
209.01842,38.30408,10.831,5659
212.20091,35.61297,10.961,8326
226.43149,44.40497,11.046,8496
240.53551,-36.27352,10.900,6169
241.94820,-2.70482,10.917,14087
245.43242,-27.83124,11.036,13218
245.88388,7.85112,10.934,10665
248.45680,39.26326,10.950,9526
258.13205,-25.20182,11.016,8809
265.88846,8.74122,11.073,9249
269.52902,21.27211,10.996,6000
302.48843,4.99305,11.096,14762
316.71759,-44.90276,11.011,9648
3.81853,-57.24474,11.018,9798
31.86940,9.16830,11.007,9121
44.11588,16.00817,10.953,8970
45.47173,-1.75762,11.043,6126
46.64562,7.84233,11.040,7894
58.51039,-77.68716,10.941,14594
96.65767,-29.93381,11.021,7057
108.78479,55.41953,10.884,11179
109.51798,68.34270,10.868,2627
114.40279,-69.75365,10.917,10787
165.70398,-46.89753,10.866,15209
176.64743,61.75038,10.933,3931
176.88863,23.62218,10.970,9819
189.65253,-28.94880,10.975,8354
191.17183,26.41967,10.997,4563
193.95816,-13.32145,10.965,4698
195.04422,-57.64959,11.009,5809
197.25116,-51.89846,10.953,3793
210.49025,46.31184,11.015,1895
243.48828,65.71941,11.033,38673
250.79355,42.19278,11.024,8499
258.65250,41.40948,11.039,8145
268.83127,28.67901,10.894,6691
269.36502,14.20049,10.919,6185
290.53091,-30.38317,11.045,5903
320.34985,-52.89228,10.815,14844
332.15054,-72.04914,11.073,8094
333.56598,-54.12043,10.937,11319
334.77631,-24.18239,10.981,9349
335.31485,-48.35143,10.917,5889
17.77319,-18.14824,10.911,12658
32.42484,15.03831,10.800,12729
36.72150,41.68951,10.928,4317
43.46112,8.66038,10.991,15342
51.70901,-4.36680,11.048,6020
57.37595,13.84246,11.038,10156
79.78614,-43.15844,10.889,10114
86.28777,17.60977,11.069,8324
116.90984,-73.43143,10.834,10807
150.29042,22.40232,10.920,7478
155.37694,37.75663,11.041,6701
172.36884,-10.01709,11.013,6051
183.86140,-38.14416,10.891,3180
222.37044,-80.77034,10.922,12429
242.56091,1.05565,10.870,8345
242.82088,13.86607,11.030,10436
243.00006,-63.17098,10.880,19647
261.30438,72.89850,10.996,17277
279.05450,-40.74039,10.915,12147
304.75540,-52.90564,10.855,14803
310.53571,-24.21559,11.015,5769
323.08395,-23.10275,10.919,10333
333.75583,-5.05335,10.926,7774
14.08645,13.86211,10.916,11941
17.34508,-46.66191,10.779,6652
17.50492,0.41172,10.911,5701
23.94752,-47.19159,10.960,6501
30.22667,-34.73467,11.075,11009
31.58085,9.22742,10.938,9260
32.16830,35.91954,10.889,11129
40.44139,9.75412,10.977,10835
44.32731,44.74170,10.933,9756
54.74853,10.41194,11.044,10691
69.46360,-62.22773,10.702,17645
99.35700,-48.05005,11.031,12794
130.14342,2.61129,10.904,14875
136.18578,18.81120,10.959,4141
141.32448,-34.09906,11.129,1150
150.59251,-38.54654,11.033,6933
191.81363,10.20348,10.917,1086
194.00790,-8.12876,11.045,4171
195.12465,-22.11060,10.996,7295
202.57990,11.51184,10.962,11320
250.70775,-61.09045,11.019,4526
254.17436,26.83854,10.940,10066
272.94443,24.95151,10.911,4735
304.59225,-41.89654,10.935,5499
307.97699,18.41885,10.837,14045
328.90732,17.70344,11.009,10063
345.78934,20.01800,10.984,11441
22.18002,12.35040,10.946,14095
42.42452,46.57617,11.007,8542
46.15243,-0.03747,11.031,6954
49.02425,-2.08063,11.040,8540
57.99263,64.23100,10.918,12078
67.98056,1.19910,11.130,3541
73.82008,-4.65267,11.012,3914
74.85210,62.28659,10.856,11814
75.36794,-11.10530,10.867,19717
79.44088,-1.18685,11.011,4504
101.45282,-62.38214,10.932,12911
123.19785,44.35733,10.864,6909
136.47189,-64.29834,11.040,5971
142.92427,-61.59398,11.068,9970
156.50146,70.29032,10.877,10895
165.61469,-51.40402,11.054,5872
168.13564,72.49870,11.013,6919
176.40652,-51.08792,10.912,14762
177.81300,-6.10629,11.013,5632
190.14601,-20.56227,10.976,8563
206.31311,19.57872,11.009,6913
221.63945,-38.70146,11.019,8016
236.10652,55.66536,11.002,11922
240.87225,-59.66325,10.838,5111
268.23428,29.62531,11.039,7581
297.34644,-10.96665,10.995,5980
301.96536,-21.73281,10.974,12349
311.96774,59.61974,10.970,-155
318.59406,-8.99440,11.063,9253
330.57529,-51.78503,11.070,10987
336.66776,35.05780,10.941,6305
347.63922,8.14070,10.762,6404
26.74126,28.75615,10.981,10761
37.35983,31.47165,10.984,5098
50.17174,-49.25134,10.942,11532
50.93082,-0.11838,10.650,16440
120.85352,67.15679,10.932,11672
159.08618,21.02285,11.050,7713
163.83328,-5.81746,10.973,13730
192.81439,-15.04240,10.893,14661
205.03316,-51.03614,10.870,3834
211.20015,30.74377,10.984,7568
211.91356,54.79457,10.936,2315
220.55286,-37.87924,11.054,11922
222.61111,16.74521,11.031,11067
232.31345,5.06007,10.978,11266
241.51482,-35.87300,11.045,7982
243.56641,9.53712,11.003,3247
255.51086,-2.85036,11.057,9597
272.97879,7.73075,10.814,13945
280.36652,32.35303,10.870,16930
288.78510,42.06702,10.926,17380
290.39676,-24.79558,10.841,12023
293.30405,39.01677,11.051,9410
312.25247,57.66521,10.950,10945
327.82535,-0.95707,10.866,8219
333.07520,11.49579,10.848,7840
340.55225,-67.78550,10.936,12161
345.82666,19.95580,11.006,11897
356.23929,9.19309,10.647,12063
20.67084,3.60148,11.023,10019
44.88413,41.37593,11.065,5754
51.31498,42.67325,10.653,8792
59.75938,-60.67490,10.890,14407
75.48309,-34.02859,11.088,5322
89.13370,13.52712,10.911,7739
104.33221,-46.98464,11.021,12074
148.13673,15.82683,11.031,8481
163.41063,26.90979,11.019,6325
164.96231,-25.49565,10.980,3770
173.29079,-52.74803,11.045,15682
176.49945,20.43893,11.037,7311
194.45497,-17.54527,10.863,13976
195.25806,-35.93161,10.985,4776
201.07997,-17.12834,11.065,7182
211.09561,11.73575,11.057,5999
235.15746,-68.83022,11.029,8366
301.15775,-18.82350,10.815,10566
310.91547,57.60819,10.902,6148
319.29758,-31.30026,10.891,21764
349.57166,-3.62667,11.048,7461
351.33939,-57.79135,10.581,3418
1.82128,27.67838,10.914,7559
13.98203,-1.24717,11.092,12199
20.56093,25.72979,10.854,16313
30.13287,-58.18003,11.078,6107
32.47758,29.51166,11.059,4904
37.08430,-42.76375,11.048,5415
69.31461,-18.90146,11.020,9244
87.79934,7.47618,10.592,12378
89.90509,-60.07302,10.844,10945
90.28321,-21.73861,10.668,1748
92.22902,-65.88216,10.974,11248
162.11621,38.39721,10.593,7645
163.11452,8.09406,11.065,6537
165.73447,50.65928,10.599,6139
171.43771,14.67665,11.055,10166
181.06999,24.14699,10.863,15291
192.86922,9.92263,11.000,11682
220.86308,-23.44477,10.992,4351
245.84572,50.47615,10.852,13299
254.24615,-10.21321,11.028,6998
257.35443,22.21405,10.798,14684
259.73834,-2.39096,10.956,8971
292.65445,43.42687,10.865,9089
298.78409,68.38818,11.032,16144
350.28281,29.54961,11.038,6112
1.17492,9.77108,10.823,7880
9.08351,-59.18644,11.088,8807
9.19090,1.88646,11.066,4269
25.35168,8.52546,11.011,4299
32.63660,-6.61652,10.988,12730
46.02590,-12.01546,10.874,3265
47.59045,8.48558,11.037,9453
83.62150,-30.68509,11.055,10807
91.75719,-69.35495,10.957,4404
92.79360,30.30035,10.936,8850
97.58713,-32.28017,10.930,7037
100.23067,-37.06374,11.060,9873
125.05638,44.23033,11.012,7098
130.26105,-33.05265,10.877,1883
135.91631,3.36977,11.036,3715
146.01006,10.98812,10.912,6078
147.23077,-25.97451,10.721,14264
162.64690,-12.89708,11.082,5001
217.31030,44.69907,10.996,2409
250.31982,13.39178,11.004,15172
258.07904,-23.37200,11.050,8235
275.96530,-31.20167,10.857,19521
279.98535,40.02642,10.843,7095
299.64911,-52.58603,10.919,15266
24.58688,7.53413,10.755,4298
34.47608,-23.38407,11.046,11331
44.92605,10.56948,11.041,7420
49.40021,-1.72320,11.014,8295
50.16805,-22.93139,10.723,10549
66.18392,29.42122,11.022,9040
120.83327,3.05226,11.030,10302
129.54012,19.72563,11.048,4134
136.51776,-34.60007,10.976,8895
144.32822,-20.63622,10.988,9534
148.47086,-14.21122,10.968,12065
150.01863,-12.23389,10.955,12126
155.75961,-39.16655,10.733,2873
167.52483,-67.39423,10.948,15990
174.34212,25.74130,11.080,3286
175.99571,20.07705,10.886,7359
176.57411,33.20450,10.932,9954
177.20808,60.19552,11.010,3508
191.76271,-8.73600,10.876,14490
196.34825,-47.68058,11.119,5117
197.39983,-18.97236,10.999,10698
245.73123,39.79166,10.971,9616
246.13933,55.91455,10.997,9262
255.24605,-18.80663,10.904,9089
278.98444,-63.37667,10.980,3535
304.33481,-5.36857,10.993,11251
336.54843,-52.92613,11.041,10652
336.80130,-12.64718,10.954,9519
20.79836,33.52926,10.702,6006
45.18328,-10.82256,11.074,10126
45.19138,23.18588,11.031,10157
49.39365,-1.69509,11.020,8482
66.77018,-6.16492,10.901,9165
83.39921,-30.34849,11.036,10469
95.70719,29.36611,11.042,10533
102.72669,-35.34893,11.136,10383
116.28016,46.07237,10.950,9364
134.63240,-22.48856,10.975,9844
137.34395,15.79612,10.904,3808
149.80423,57.95227,10.939,7750
155.11804,53.85635,10.881,9685
172.12950,9.10449,11.037,6316
196.61113,45.28903,10.783,15259
202.17363,-38.35882,10.976,8477
206.55286,23.05375,10.952,8052
208.38448,-35.60899,10.989,11130
231.26668,48.45722,11.069,11738
254.62338,20.04146,10.818,6021
257.11758,-20.77408,10.680,8521
262.59225,67.32261,10.993,7898
275.74716,43.66069,11.034,11472
305.74243,-34.39787,10.997,9933
314.70776,-14.03957,10.882,7703
317.34265,-23.24949,10.975,8754
319.37122,-80.80237,11.051,8743
329.85199,10.48445,11.026,4994
341.70895,-65.27386,10.917,3421
18.28992,2.28793,11.046,13839
37.58965,35.32595,10.956,9117
48.59886,5.52290,11.033,6986
69.51791,60.67014,11.038,8478
100.17771,-42.04758,11.035,10848
114.61929,-81.72543,10.934,11865
142.40788,62.54401,11.080,7684
149.14655,10.09465,10.976,15528
160.11870,13.62272,10.859,9506
168.21086,-7.85684,11.005,12243
174.27585,-32.82686,10.889,8957
205.03789,36.86104,10.893,5721
229.03687,-46.48045,10.993,10058
244.47809,-34.31334,10.892,4477
263.41614,36.56024,10.890,12316
276.67157,42.67069,10.992,12036
292.05896,-62.10132,11.039,4437
301.68927,-20.28916,11.010,9590
325.24072,73.99660,10.945,6690
339.64514,35.34137,10.974,8797
21.90020,55.26068,10.922,5182
22.05399,-1.91551,11.035,4751
27.13939,13.43082,11.014,5015
38.35635,-43.51859,10.994,5119
49.16389,-43.85472,10.901,18594
60.27764,-16.11085,10.719,9499
60.41991,23.11272,10.947,6251
107.40836,46.08093,11.057,5811
129.04523,-3.43388,10.991,15808
133.54085,67.90772,10.985,11760
183.99675,27.44219,11.041,7650
200.07539,-13.09842,11.060,7000
214.41429,-24.18342,10.926,6339
236.94151,28.64178,10.992,9971
264.65182,23.91402,11.035,7659
281.72424,-63.36113,11.029,4234
300.23599,-38.34698,11.021,12196
3.06043,-27.18991,10.914,10437
13.55772,-62.45537,10.920,10629
18.60693,73.63747,11.076,13217
21.61060,-13.48362,10.922,15687
25.46979,-4.88987,10.956,10675
31.92964,15.36597,11.004,12833
44.34079,41.93871,10.915,4439
49.68888,43.24071,10.736,6191
53.49511,-7.14072,11.041,10222
61.70718,-21.17264,11.139,945
86.77390,17.55350,10.880,5582
95.71119,-22.96581,11.051,11378
105.71725,50.58657,10.979,12625
112.77936,59.48164,10.858,3809
133.66966,42.52642,11.011,9127
146.23567,31.09779,10.913,10387
190.32281,18.57453,10.896,21094
192.83305,31.05970,10.962,6825
198.23621,47.45664,10.956,8435
201.45956,-32.14832,10.997,13836
212.25960,14.31694,10.936,5282
214.74437,-27.21634,11.022,6729
216.23279,-25.77111,11.063,6424
237.13583,8.58802,11.065,4276
262.09683,-6.36457,10.954,10747
266.91412,9.54715,11.001,10904
314.56219,8.42748,10.881,14143
322.84659,43.60503,11.043,5520
326.18317,-7.05773,11.010,5966
330.47409,-22.43347,10.860,19924
343.70874,-51.02669,10.991,14518
1.10210,31.47199,10.643,4958
17.85678,1.64022,11.056,5011
20.28373,42.85141,10.935,7279
43.70001,41.40971,11.094,5622
47.62081,42.31364,11.042,8663
71.53291,-17.06397,10.949,9468
78.37788,1.19017,10.950,8445
86.38510,-21.92327,10.869,8902
91.03962,-54.62275,11.044,9764
104.48457,-47.02492,10.690,12129
110.25434,-58.62297,11.034,9173
125.48451,62.95965,10.999,6229
137.89853,30.07746,11.046,7787
143.51134,9.47929,10.901,3048
144.32217,-33.83850,11.055,8909
161.53055,25.90487,10.995,6343
168.13080,-36.82687,10.794,2810
183.90648,-7.78915,11.058,9292
184.49754,5.59865,10.962,2608
187.40190,-8.43540,10.927,5381
195.59851,-12.34209,10.946,5140
202.35675,-20.72958,11.029,7242
221.25336,26.30116,10.991,9250
237.77879,20.20255,11.015,11240
251.93701,-58.01905,10.892,14954
260.99710,51.95852,11.029,9175
262.29675,-11.88004,10.646,8288
294.72531,-18.96474,10.950,11216
295.07233,-19.06645,10.854,11506
299.98041,40.75543,10.977,19654
314.94858,-30.17948,11.042,9918
2.14178,55.51139,10.755,5155
28.60127,4.80390,11.042,5199
30.28269,26.84410,10.988,4993
94.21011,33.96709,10.965,7813
98.53960,38.89574,11.021,6910
106.28252,-59.02231,11.081,8345
123.32623,34.93247,11.052,5229
167.68520,-30.34639,10.999,8938
186.37187,47.27324,10.975,7455
196.35367,56.32269,10.933,2535
205.16624,54.33297,10.713,2009
207.84534,-12.80400,10.922,11192
210.99483,-29.33617,10.927,11486
218.82233,-69.84528,10.928,7790
226.25429,5.79679,10.998,9640
228.69618,-9.53816,11.059,5513
242.97502,-28.17206,10.635,16653
278.90872,-45.30481,11.062,7937
299.51407,-17.88813,10.997,7836
304.02713,-44.42164,11.003,5336
311.45648,0.17795,11.080,4079
324.89798,41.79018,11.035,7986
342.41611,-48.84947,10.899,12930
357.25650,26.78847,10.870,11514
359.76437,1.71989,11.031,6468
19.08563,46.74796,11.015,5188
48.29258,-2.90333,11.034,6160
52.64957,-17.94141,10.736,1510
133.05159,-30.67023,11.033,11425
140.86330,-10.42954,10.994,11289
150.87000,46.62830,11.003,4826
177.52472,24.92008,10.904,3635
190.99330,-45.59478,10.988,6082
215.63664,-33.26157,11.013,11679
224.01772,-27.76797,11.047,7053
225.21841,-25.20657,10.901,11211
225.69130,53.51219,11.137,10419
244.89001,-64.80547,11.036,7433
248.53070,-61.62947,11.032,9845
285.93503,-23.14857,11.060,6538
302.98938,51.68705,10.855,7218
332.87918,-22.95286,10.869,5184
343.52454,-17.58205,11.117,19120
358.84644,30.39319,11.013,4996
10.71369,-79.98260,11.027,7501
11.05392,-12.59217,11.078,6672
15.49695,-11.28236,11.083,15714
20.56230,34.66898,11.067,5124
43.98437,15.97291,11.065,8947
61.78861,30.34167,10.987,5688
63.63132,-50.79546,10.788,17624
70.00771,-45.56917,11.034,11698
82.39867,5.43736,11.036,10679
82.64155,-45.11847,11.045,10749
101.51236,-73.49934,10.983,4952
103.55369,65.20274,10.989,4591
118.72685,53.84631,11.062,10455
119.80888,22.81742,11.066,13465
154.24461,49.62714,10.963,12443
155.64574,79.82077,10.913,22882
204.87366,46.56372,10.969,11119
206.70610,14.40049,11.083,6470
208.38826,24.87525,11.059,9099
237.70685,-7.66616,10.853,8220
240.32004,15.64540,10.950,11035
240.70271,16.11938,10.930,9977
263.93369,24.78706,11.063,3543
301.11926,-10.63073,10.960,8127
312.92453,-12.20638,11.028,10066
317.50357,-14.07798,10.989,8565
327.93265,25.25565,10.827,4885
329.39291,64.45324,10.952,8872
346.42624,24.63330,10.893,7720
14.01746,26.30523,10.990,14307
15.42515,-49.72175,10.865,18591
20.24385,-13.85009,10.839,15384
21.92924,-1.13959,10.898,5219
22.70562,41.25729,11.069,2788
26.87565,36.03492,10.946,4847
43.76782,9.11141,11.028,8402
45.66603,43.74947,10.865,19481
68.99144,-2.04455,10.898,9311
69.46313,20.78430,11.093,4930
95.53760,54.13549,10.903,14240
106.22076,54.00201,11.050,11116
122.82291,29.50891,11.033,5966
150.39764,-2.99446,11.025,5714
159.23912,0.22976,10.916,8761
167.09979,3.49815,11.079,7614
167.48552,7.23343,11.049,6314
172.78976,26.22655,11.052,10083
173.42509,23.41267,10.985,7135
184.84920,28.30992,11.035,2535
199.29451,30.54271,11.023,9586
206.22331,-19.36965,10.829,9598
229.44731,7.21828,10.965,10124
232.91766,7.33905,11.062,10001
239.33905,54.67116,10.981,14125
245.17668,-9.90452,10.990,8263
252.07306,35.90014,10.947,9654
257.93881,-23.14570,11.105,9977
264.16440,42.08833,10.988,2169
313.88092,-43.58757,11.143,15141
330.27100,-4.79736,11.005,8212
349.72769,29.02323,10.929,7282
9.59887,15.03957,10.811,5354
20.95634,33.15622,10.999,4636
50.63977,-2.67845,11.055,6150
53.81396,-1.22869,10.958,11097
54.77750,15.76573,11.010,12896
58.81790,14.59472,10.927,6684
124.00900,28.62468,10.933,5972
125.98038,20.97550,10.924,4706
132.63153,-3.09919,11.082,4482
142.60699,-65.03441,11.111,6244
148.97276,-23.05585,11.080,4481
184.73891,6.18433,10.968,5594
208.08040,14.27188,11.027,7244
226.72250,12.85875,11.064,6467
234.90942,-23.94264,10.964,12461
238.75661,-62.30346,10.613,7280
332.05350,48.01185,11.066,10271
332.98218,-53.46929,11.038,11095
351.76746,17.81461,10.941,12180
357.61282,26.14640,10.725,19465
23.27207,-7.31142,10.699,1824
51.60863,-4.20950,11.062,5780
56.44473,-57.03579,10.794,17779
56.90265,-8.26932,11.034,10044
58.99041,-21.54884,10.828,12776
59.72679,10.43418,10.850,9130
62.73085,23.42249,10.771,5317
80.79845,-45.56753,10.974,10533
103.64763,-38.08705,10.813,8438
142.54626,34.66437,11.066,6897
143.08791,10.80917,11.009,3211
151.99313,68.36491,10.983,10625
181.81955,32.07562,10.859,8876
199.65494,7.93554,10.917,13300
222.37529,27.87768,11.078,9610
236.04726,-6.51854,11.024,7926
277.11203,17.05896,10.985,5108
335.65094,-21.73722,10.995,2704
349.48746,11.34917,11.005,4108
356.69223,16.04298,10.992,12484
17.63960,-45.79433,10.986,8305
20.08284,30.75885,11.049,10181
55.94170,-10.68111,11.056,10429
81.29712,-60.59554,10.925,15519
120.96832,-6.98172,10.852,8458
148.50929,10.60818,10.939,11944
177.40260,-52.86635,11.066,4450
185.71271,-16.29043,10.996,6514
199.12430,52.93358,10.980,9801
228.69609,-46.12931,11.024,16546
245.69598,37.55449,11.068,9027
245.98526,36.22750,11.088,9866
256.05588,78.62885,11.015,16816
257.56461,-61.91769,10.939,4815
265.46463,18.28891,10.989,6719
274.62753,-54.69440,10.598,3549
295.11954,41.21922,10.952,15742
297.83936,-32.67242,10.818,5919
308.60431,-47.66753,11.142,12774
315.74673,15.14592,11.023,8637
340.71399,-16.95232,10.956,20135
11.78449,30.34093,11.095,5248
24.56444,41.65405,10.597,11103
29.07062,4.64715,11.067,4975
35.77902,12.86499,11.025,11441
79.05915,6.10702,11.070,9285
79.26749,-37.06957,10.952,4644
89.39056,40.90743,11.018,13646
91.69650,31.77164,11.071,8209
92.77412,-45.18093,10.980,12067
97.23255,-48.51356,10.892,4600
121.15844,65.39204,11.037,11736
131.07741,68.83887,11.023,12303
142.32326,-60.00186,11.015,10266
173.66949,-14.08182,10.902,9182
180.77956,20.80542,10.946,7120
187.84381,-14.67549,11.074,11859
195.68506,28.04535,10.798,6224
202.76051,-20.53144,10.977,5724
217.76991,28.28726,10.981,13814
221.74438,-3.53660,10.565,17564
230.94521,5.77520,10.955,12700
232.84618,-46.69574,10.983,10769
235.02393,1.93368,10.992,10597
236.63168,12.14274,10.842,10292
253.72169,-9.77737,10.941,9323
255.78615,-2.61714,11.087,12146
261.82840,31.73628,10.886,14417
282.19131,-57.23561,10.900,10379
312.19617,-6.99437,10.996,12509
315.26898,22.42963,10.992,6810
333.48331,13.75534,11.058,7608
341.50397,10.85361,10.937,7093
343.15958,6.09366,10.570,3506
344.58936,-1.18399,10.985,7971
349.06696,-4.97675,10.959,7202
350.58032,50.15912,10.915,8945
359.69806,68.60070,10.930,4654
11.78139,-24.37070,11.037,16344
60.22084,-52.82727,10.908,10797
81.20616,-40.02541,10.844,11764
88.46581,-33.34610,11.022,11183
90.67785,-12.49930,10.740,2198
101.80577,42.34389,11.023,6185
121.79084,-22.52916,10.847,5104
135.05305,-63.88412,11.112,6124
145.72118,-28.82939,10.966,11288
184.50861,-20.85320,10.926,9674
206.30258,-47.98361,11.031,9860
222.09525,18.35464,10.954,12081
223.70222,25.79246,11.003,14381
230.02718,-40.20791,10.883,7417
237.09503,10.81913,11.063,10462
251.58803,-8.38835,11.057,6036
252.96089,63.71457,10.930,6571
253.46196,-16.26821,10.990,8310
315.25110,-13.25106,11.030,7754
330.33527,-31.52970,11.019,2378
333.34784,-27.21964,10.934,7089
334.16904,36.52165,10.965,5814
1.10272,-52.95879,11.069,9814
2.38672,48.13519,11.018,5388
17.21131,-28.59905,10.961,5712
37.09222,23.21466,11.020,6370
39.24433,-5.34923,10.725,4411
41.98672,47.13766,10.917,7349
51.24805,43.11364,11.063,3589
90.52798,-58.61188,10.884,11751
104.29356,54.29962,10.799,10676
113.39995,-56.95243,11.022,10227
149.55484,-38.15740,11.099,7224
175.04340,25.30955,10.919,6739
185.03120,7.69195,10.676,2622
196.81772,-40.35071,10.996,4779
222.82361,18.68703,10.741,13064
225.12204,-16.83430,11.029,2995
254.64937,54.87081,11.045,5906
257.15909,47.24359,11.064,9933
258.35083,-23.65413,11.095,8315
306.60788,-5.06889,10.916,5627
318.53351,1.77606,11.046,14473
343.53714,-15.23732,10.970,9401
351.53870,-62.67318,10.999,12122
359.01111,-1.48476,10.805,11368
14.44946,-5.11209,11.068,5455
17.78881,-5.99221,11.023,10117
22.95421,17.57581,10.649,7913
24.67922,-33.02423,11.009,10506
29.76666,-52.17057,10.899,14584
31.18761,21.43451,11.039,9259
47.62609,36.10491,10.899,13120
48.03351,-25.13180,10.636,6435
56.32444,-51.99727,10.925,3300
64.20411,-23.55814,10.937,12505
132.54704,40.25573,10.930,7089
139.30882,44.48918,10.866,9601
153.17885,-45.79810,10.880,18177
162.81297,2.43786,10.808,15413
173.95450,56.95233,11.111,15411
183.97951,23.59553,11.001,6433
189.36685,-72.40504,11.028,7499
193.11195,-9.75397,10.650,2258
195.28102,54.79923,11.072,9405
211.65205,-9.22881,10.823,11921
236.17644,52.68735,10.921,19983
253.71739,-8.81019,10.971,8530
254.63760,59.75473,10.996,6020
270.08789,-69.88171,11.016,12048
280.77481,43.94916,10.989,6440
302.39847,-55.70930,11.036,9834
307.27487,24.70629,10.955,10932
310.46533,-20.53579,10.954,8280
317.04144,-26.40368,11.063,10446
332.64328,-20.80410,10.962,18302
333.10880,27.20840,10.971,6321
340.11917,16.01077,11.046,7555
