RAJ2000,DEJ2000,Ktmag,cz
101.84758,-26.73626,8.626,1632
224.73444,-42.01337,8.528,2998
54.29891,-35.74611,8.628,883
340.46823,-44.76716,8.523,1747
356.06552,10.76709,8.612,1663
41.60494,-0.49872,8.680,1523
179.87570,-19.26522,8.481,1671
110.92501,-29.65234,8.570,1970
74.92458,-7.75518,8.581,3995
146.42519,-14.32636,8.575,2332
334.03790,-36.84372,8.614,3342
182.04018,10.37872,8.483,1651
209.65811,37.42455,8.565,3471
21.38085,1.75903,8.410,5549
28.19365,36.15182,8.542,4855
42.07262,50.80029,8.607,4903
276.03152,73.18324,8.571,1821
55.51548,-21.24436,8.601,4338
242.49454,0.70929,8.695,2004
271.49683,18.58724,8.556,2209
39.58149,2.11925,8.565,6658
152.54112,-12.43377,8.597,3652
184.14072,7.46208,8.600,2584
304.90973,66.72832,8.565,2501
79.89718,-77.72868,8.606,4844
134.24686,51.34739,8.597,4942
212.60429,-43.32462,8.429,1802
54.36798,-24.50130,8.561,1510
201.59056,-33.86848,8.597,3893
227.31714,-11.32182,8.539,1877
100.72079,-23.47599,8.643,2596
252.17039,-62.60599,8.608,2471
248.08734,19.82655,8.650,2375
342.65054,-1.54483,8.594,3186
184.29758,15.32399,8.597,863
178.42393,47.85876,8.596,800
307.12024,25.72341,8.680,4337
169.83998,57.75774,8.569,1553
185.52344,9.04357,8.716,1092
209.02632,59.74199,8.608,1842
248.71898,-60.61881,8.642,3263
45.42646,35.20563,8.577,4945
342.95309,-20.60809,8.628,3131
56.20813,-21.92057,8.561,1670
148.63701,-28.29819,8.606,930
171.88287,56.87671,8.661,1709
173.97173,-37.99737,8.660,2702
130.66588,14.28554,8.649,2060
155.86255,19.89844,8.562,1151
173.45557,53.12550,8.725,1060
178.48810,-23.16426,8.726,1510
45.97701,-11.99180,8.558,3986
193.27370,-9.20399,8.616,4259
27.35358,21.99730,8.671,2835
177.45961,-38.78448,8.643,2716
46.54964,-9.54141,8.671,4356
188.87752,12.22092,8.678,381
56.34296,-18.63363,8.639,1737
300.17673,66.22752,8.648,2739
166.82530,-19.47154,8.657,3653
253.07637,-69.12514,8.638,4767
173.88547,-37.95638,8.600,2715
27.29515,-10.42649,8.640,1745
343.09421,1.09251,8.665,4925
180.14476,-17.84262,8.681,1579
203.43324,-48.15117,8.443,528
34.49852,14.54404,8.624,3913
208.34000,40.36396,8.618,2311
288.68265,-62.27261,8.660,4338
142.39415,62.49060,8.665,1608
299.31253,5.89040,8.650,3271
55.70461,-22.10837,8.665,1443
325.05377,-42.53940,8.676,2542
3.68583,-7.34528,8.560,5475
308.20926,9.92643,8.701,4707
12.44917,32.27771,8.648,4661
244.41554,-34.36594,8.671,4468
197.39482,-51.96857,8.667,3896
52.02740,-32.28612,8.688,1279
126.04198,-18.77556,8.402,2448
193.59897,-10.53720,8.596,1279
195.17894,37.31528,8.642,4663
159.64003,-7.17073,8.629,2182
202.97292,-33.23440,8.665,3711
300.20984,-38.57505,8.637,6008
101.82238,33.56719,8.645,5072
282.99780,11.87610,8.633,2603
233.51024,56.68560,8.602,3377
266.24036,-60.73981,8.637,4625
3.87870,17.32841,8.654,5440
227.38982,3.05274,8.696,1885
209.27075,41.84600,8.534,2270
21.14082,1.73118,8.484,5018
354.08551,75.64813,8.733,1967
145.22466,5.16585,8.646,1966
174.19997,54.29365,8.775,1285
187.47310,14.06863,8.685,1588
62.07887,-21.05196,8.664,4243
245.47890,-60.66915,8.707,3249
138.90179,-63.06964,8.699,2857
330.74188,41.05899,8.709,4378
335.61450,36.20983,8.648,5083
207.33025,-30.30944,8.784,4836
288.33850,-60.86015,8.785,4391
149.10693,-26.09492,8.706,2475
47.81098,-8.92214,8.607,4220
181.04663,18.44345,8.552,913
210.85854,-6.03081,8.580,2737
101.80820,74.23653,8.624,5252
159.26054,-27.56502,8.637,2886
250.42458,-69.37215,8.720,4880
18.44692,-31.74722,8.684,5739
49.83872,41.49064,8.634,3815
94.11669,-21.37585,8.529,2765
109.13010,-29.32471,8.699,1698
234.98819,-30.55279,8.611,5428
307.91278,-30.83189,8.783,2848
150.13196,-31.24500,8.705,2436
248.18118,-57.85265,8.711,5120
136.88972,60.47933,8.794,1280
205.12874,-51.07089,8.741,4001
193.63507,-6.85942,8.704,4543
284.58704,-62.11842,8.698,4430
97.32312,-17.35887,8.729,2796
248.16333,78.19817,8.661,1362
57.00317,33.11160,8.697,4225
202.18372,-48.91681,8.682,2988
141.42722,11.43216,8.713,3196
100.67207,-27.45949,8.685,2097
20.02790,3.41527,8.543,2325
258.44598,-77.53619,8.384,2985
154.23134,-48.88107,8.559,2746
305.99194,-43.99527,8.716,2954
40.84277,4.96842,8.717,4088
182.13472,68.76762,8.740,2326
209.16469,-44.00925,8.806,2745
152.55388,-67.00507,8.721,1780
73.12981,-3.10609,8.670,4407
20.79780,33.46012,8.710,4399
199.89960,-55.93134,8.697,3645
300.89322,-48.28451,8.752,3058
121.40851,-11.42704,8.810,1611
26.81729,35.56329,8.811,4674
192.51947,-14.73343,8.660,3915
18.05886,-58.24798,8.734,4924
39.79984,10.84682,8.696,3531
227.45599,0.47004,8.714,2085
138.42996,76.47530,8.714,1476
356.77011,29.48344,8.576,5168
162.01509,-20.84921,8.481,4036
177.28937,27.02206,8.693,1798
300.69687,-56.09030,8.700,4392
154.07785,-33.56382,8.660,2884
37.63802,-1.10847,8.740,1488
38.58377,32.50561,8.737,4855
133.37427,-59.21711,8.726,2800
206.91698,-30.93953,8.670,4494
76.32513,-9.14724,8.735,3269
139.94527,33.74979,8.692,6948
51.10652,-21.54404,8.619,1548
178.98869,6.74938,8.752,2497
11.86505,-31.42175,8.720,1525
337.14969,-24.84413,8.825,4677
48.38349,-25.72518,8.371,1686
128.45844,-13.17466,8.756,1634
354.43503,-47.50636,8.692,3172
150.02428,-31.55287,8.653,2725
196.60887,-40.41460,8.767,4501
140.60388,-61.04953,8.773,2152
179.63019,-18.34684,8.717,1617
199.59843,-35.45867,8.796,3207
33.86517,6.00262,8.511,1562
60.70106,1.96573,8.755,3813
313.00974,-57.06877,8.728,3524
205.53491,35.65427,8.661,1064
28.30543,4.19584,8.726,1733
94.84039,76.81168,8.729,2443
27.55840,27.64567,8.765,3535
180.72481,-16.37361,8.836,1766
2.26786,27.72941,8.766,3100
310.15771,-54.30306,8.706,3264
333.73303,-66.84941,8.728,1741
133.42607,73.49095,8.713,3486
195.16307,2.50143,8.630,961
37.67844,-2.93901,8.789,5726
190.71846,13.25723,8.737,1018
197.90437,22.91549,8.757,2606
43.42226,13.01415,8.755,3640
64.90806,2.40993,8.727,3714
210.17517,55.16446,8.757,1820
167.82736,-36.87551,8.783,2370
120.60277,9.41358,8.733,4665
195.36763,-4.54645,8.764,3030
286.76575,29.00647,8.756,3916
304.32202,-52.79675,8.854,2707
186.40723,-39.31967,8.775,2974
214.22060,10.80737,8.755,7408
186.31143,15.60747,8.757,1069
194.05971,56.87345,8.810,12642
184.28204,7.62438,8.776,2275
344.01190,36.36136,8.772,5325
183.68799,-35.50979,8.722,2670
354.70270,-6.51786,8.670,2015
54.05647,67.56464,8.751,3135
137.02582,78.08516,8.586,1339
245.18517,-70.14260,8.797,3419
180.67606,1.97676,8.743,1961
202.30795,-33.17384,8.612,2396
334.58542,13.62373,8.597,7473
218.61938,-27.51855,8.778,3547
189.23488,14.21736,8.501,331
316.94724,16.33587,8.756,4968
12.67441,-1.91024,8.745,3947
48.05966,-10.48112,8.787,3942
197.51846,-46.43734,8.744,3106
306.11725,-43.65353,8.598,2796
227.44478,57.00019,8.788,761
193.65240,-12.55801,8.624,3995
52.64574,-34.85395,8.783,1510
124.47288,23.47214,8.751,4158
91.14261,57.62774,8.782,3019
182.25116,-31.51988,8.783,1986
293.32901,-58.11424,8.816,4427
10.39125,-10.02140,8.690,3932
155.42163,-34.69678,8.794,3008
226.94881,2.56858,8.797,1737
186.30133,14.76220,8.816,1375
86.96430,-17.60240,8.790,2844
228.71930,-63.80566,8.706,3092
289.13583,-40.20918,8.780,5610
8.51153,-9.70534,8.742,3732
133.90215,-3.18394,8.838,1869
141.80243,-11.64345,8.753,3337
200.06911,-24.44620,8.886,2060
311.82950,0.32081,8.750,4200
131.82077,-20.03568,8.817,4660
207.43475,39.98467,8.817,2539
305.80768,-27.71457,8.785,5738
194.40054,-49.75121,8.781,4412
105.07308,-30.16377,8.813,1737
188.56604,13.07551,8.744,90
170.72757,16.59014,8.820,1501
280.08255,24.19997,8.813,4023
67.98782,59.42981,8.782,4630
170.07079,2.96417,8.828,1485
154.89098,-26.69888,8.836,2422
47.22961,70.56324,8.845,4276
195.38390,-32.29105,8.814,4611
234.62489,12.18660,8.801,1957
202.26506,-41.99623,8.840,2190
345.27716,16.38841,8.830,2022
106.42512,50.58106,8.825,5944
354.67166,15.95479,8.805,4003
89.36231,11.94919,8.826,3585
131.81593,72.98563,8.835,3735
62.25779,-45.51754,8.865,1494
344.15067,-37.03008,8.518,1417
143.44221,10.15239,8.619,3231
154.65230,-17.98252,8.798,3517
198.14764,-17.54240,8.821,2736
170.16486,-10.25735,8.839,1761
194.36627,-19.69128,8.819,3357
199.99556,-47.28182,8.913,2880
165.31738,3.62801,8.915,1130
168.77588,14.78708,8.688,1193
189.45166,5.36844,8.765,1035
190.43497,74.42094,8.843,1414
179.11728,55.12532,8.845,1113
201.43358,-29.83368,8.809,4109
120.69614,-12.31784,8.804,1476
153.46045,38.76491,8.791,6921
210.70857,49.17263,8.789,2012
259.50385,-59.17208,8.856,2681
286.95316,-61.36810,8.853,4376
120.09856,39.83041,8.812,3910
209.60466,-34.51732,8.860,4980
161.64566,13.75078,8.745,2943
204.73808,-25.84571,8.841,2480
247.87682,-58.09985,8.833,5252
214.03218,35.34376,8.796,3866
95.27316,-20.04842,8.792,1994
144.46359,-62.15109,8.900,2759
21.32225,9.26411,8.801,2361
133.61281,-3.06704,8.849,1787
179.57098,28.19250,8.822,3620
237.06639,-75.67294,8.676,2889
36.45925,18.49900,8.931,1507
26.23375,10.42302,8.844,5420
299.45444,-31.81069,8.830,5809
263.88626,-5.08323,8.851,1656
157.22308,-31.60894,8.819,4303
203.98611,-33.45382,8.853,4165
214.54398,-48.01007,8.845,4424
290.99133,-59.92251,8.847,3995
351.34061,28.49523,8.847,6949
110.53925,-29.23554,8.811,3026
188.90260,-39.90929,8.836,3515
258.11560,-23.36966,8.756,8862
302.88025,-45.59322,8.822,5208
2.47255,25.92379,8.862,4566
31.92703,75.16137,8.864,2846
186.76060,15.46136,8.787,1551
188.90822,12.26399,8.858,1172
238.57980,0.54303,8.898,1889
210.85060,35.13207,8.836,3948
72.15498,-6.31988,8.871,4795
192.73848,-14.33295,8.861,7495
343.94064,-42.64202,8.585,1710
175.32771,36.54674,8.857,1465
284.89484,19.10597,8.852,4914
323.88620,35.39834,8.861,4392
350.12555,17.22556,8.865,1633
35.27655,-33.72068,8.816,4666
155.93314,12.56781,8.869,3135
107.63564,75.32665,8.867,3826
175.48900,-6.15567,8.854,1671
196.37244,-43.59113,8.860,3079
40.95794,32.47489,8.817,4346
163.14896,22.93414,8.871,1256
270.70145,-66.43064,8.825,4253
333.95779,19.23237,8.955,1447
338.52823,5.57034,8.890,4533
285.91821,-64.89448,8.890,4625
193.89873,-26.82507,8.861,4875
207.71127,39.57488,8.878,2520
40.12132,-11.27755,8.854,4606
156.07065,-32.48266,8.820,2967
58.26801,35.59195,8.962,5802
52.88081,-51.90483,8.740,1064
346.77045,-36.27536,8.852,2699
16.75928,-80.30775,8.890,5047
330.67325,-51.29659,8.579,122
167.65160,-37.54757,8.918,2779
193.66922,28.93871,8.888,2491
65.37265,36.94921,8.864,5748
207.20699,-30.51112,8.825,3569
201.20947,-30.30778,8.906,4035
236.56822,2.41547,8.913,3839
303.30197,-46.16163,8.898,2990
344.86127,-37.70290,8.750,1285
155.58336,21.56959,8.861,4110
334.21039,41.50283,8.874,4219
26.97718,27.43278,8.485,429
185.63066,15.53792,8.784,157
185.97484,-3.44288,8.899,2004
296.00955,-28.40066,8.850,6010
348.81702,18.96140,8.864,5072
309.58426,-52.11046,8.872,4580
330.53082,-51.74309,8.871,2760
285.21170,-57.75944,8.868,4390
56.24358,45.96748,8.884,4884
101.09383,-26.10884,8.872,2453
149.58775,32.37000,8.899,1451
202.54749,46.67079,8.887,2533
282.25491,19.33111,8.877,4765
318.78131,-47.22049,8.799,4938
134.03354,-3.36012,8.874,1989
317.83371,-64.02533,8.874,3201
345.81531,8.87369,8.823,4892
93.90173,71.03753,8.903,4050
157.62152,-35.61064,8.898,2418
185.43280,75.32259,8.846,1476
208.76816,-26.78068,8.789,3454
34.77158,-6.79091,8.886,5306
65.46690,36.12701,8.832,6238
145.51385,0.33647,8.848,1894
53.12239,-15.22113,8.892,1717
138.35303,79.18732,8.936,1960
203.81746,-77.64118,8.942,2639
220.89137,-24.46089,8.823,3573
38.85361,40.86972,8.941,5737
221.94327,-19.07856,8.858,2608
175.07042,17.72792,8.872,3473
283.00848,-57.32075,8.859,3402
138.52133,40.11375,8.865,2543
186.97319,12.29323,8.896,724
327.44171,-34.87627,8.842,2611
22.61895,-22.66721,8.581,1628
221.10178,1.67973,8.865,1566
196.52002,-29.75429,8.871,3489
141.44725,11.42454,8.823,3754
181.39722,-26.52263,8.888,3275
287.85733,-50.64219,8.831,3257
290.09372,-60.38916,8.899,3923
28.30249,-49.56035,8.875,6172
28.79253,35.28189,8.864,5359
193.33864,1.26920,9.000,1125
196.33417,-35.33743,9.000,2386
61.65723,30.37625,8.874,5382
195.10974,-15.28345,8.927,4921
107.79503,50.17469,8.856,5925
19.93688,3.40995,8.825,2374
210.75429,34.75785,8.887,3689
129.14565,-20.47047,9.006,3575
162.60873,-12.84508,8.899,4937
40.87518,37.34126,9.007,518
357.76654,20.15041,8.905,4211
70.56051,-20.43479,8.883,1626
194.44806,-39.76170,8.894,3749
262.29025,-62.44574,8.761,4661
132.73344,-34.53757,8.755,2368
136.33885,18.31311,8.914,4190
192.32903,-9.10842,9.017,4370
353.91412,15.30205,8.884,4057
188.52527,11.32126,8.952,1342
201.84909,-57.48951,8.962,2918
206.59872,43.87204,8.886,2409
212.48880,17.54548,8.910,4855
163.04755,32.95042,8.888,1586
231.53320,41.67605,8.930,2633
349.72440,-7.58045,8.896,3456
55.90451,-35.85302,9.024,1359
180.88092,-43.65386,8.823,4525
149.72112,-30.35771,8.934,2788
218.11345,49.90471,8.944,2383
325.33032,-63.90870,8.938,3080
208.99811,-30.34143,8.915,4869
186.33810,-47.47408,8.924,5242
197.64844,-39.60442,8.918,2921
200.16679,-43.69995,8.907,3896
289.65552,-60.49646,8.843,3794
142.08981,-36.16660,8.931,4614
245.33293,-60.78296,8.926,5142
101.46997,-18.21080,8.690,841
174.84319,56.27071,9.032,2391
192.94284,-41.13225,8.904,3344
339.77307,-22.66668,8.505,4394
158.23105,28.51173,8.917,1408
302.54520,-48.28705,8.928,2903
340.10092,-66.47898,8.864,3228
74.85788,-10.98071,8.929,3741
120.40511,15.70983,8.921,4563
42.12881,50.75453,8.870,4944
32.35250,-10.13587,8.938,4175
149.87306,-22.82624,8.891,2405
246.45941,-60.75260,8.908,5264
196.02194,-41.41159,8.791,2589
219.42113,2.29098,8.952,1753
27.67384,21.75992,8.797,2665
39.20672,33.32726,8.948,4534
69.15562,-0.14360,8.897,3483
186.15082,39.38300,8.906,1045
178.08578,-26.90589,9.044,2010
185.91252,7.05398,9.016,751
8.00903,-64.25338,9.010,2616
50.73037,37.03329,8.796,4787
227.92064,59.80883,9.046,2463
182.64023,30.40153,8.982,226
185.91119,6.95398,8.957,994
82.95470,-67.35941,8.984,1375
75.53956,-8.24056,8.948,3549
349.94675,42.85263,8.957,5189
129.06326,-26.40940,8.965,873
132.01909,74.09887,8.955,2160
276.26288,27.53531,8.902,4762
191.84074,-41.23751,8.972,3111
344.73041,40.93226,8.984,5094
193.76199,8.06545,8.944,2782
213.03813,-49.38956,8.911,2908
226.86620,-36.32740,8.950,4225
334.21899,40.50461,9.057,4385
5.29520,22.35719,8.901,5698
316.36633,-52.55196,8.949,3001
330.51331,-31.97369,8.948,2497
96.48119,64.74065,8.975,4300
141.74681,-12.10890,8.925,3521
159.09315,-27.43814,8.949,3554
196.28210,-6.49384,8.946,1166
114.15630,17.88391,8.932,5037
187.74059,12.27046,9.004,150
329.04053,-49.52193,8.956,1933
32.53988,39.19037,8.964,5374
255.20972,23.01099,8.972,2790
53.47366,-31.19412,9.002,1278
55.93983,68.30132,8.997,1316
152.69226,-34.84468,8.926,3072
281.15988,-73.26342,8.933,5163
224.75562,-42.58172,9.065,2985
296.35095,-55.34690,8.977,4542
179.18398,32.02161,8.989,3246
71.44730,-2.39284,8.961,4316
243.88704,-60.66530,8.994,4945
350.52744,40.84543,8.559,369
105.68842,-29.42832,8.936,1814
217.13226,27.40903,8.972,4316
215.17967,39.69359,8.931,1362
161.65352,63.22364,8.618,1009
74.48602,-0.12578,8.964,4904
232.69221,-2.82951,8.981,2816
159.31464,-41.62756,8.944,2837
179.37569,-73.68451,8.974,2092
286.89023,-68.91281,8.967,4254
347.44702,-43.42796,8.647,1624
299.05359,40.43397,8.965,4761
138.05327,-30.91103,8.996,2500
194.89877,27.95938,8.857,7167
218.71826,54.47573,8.950,2116
295.97501,-70.63338,9.015,3397
110.91078,-30.05111,9.079,2258
185.93842,-34.62219,9.080,2723
167.87694,-18.28950,8.975,3671
199.75388,-47.25778,8.977,2997
189.03168,-39.43868,8.911,3069
210.19090,59.32870,8.977,3071
289.66464,-60.54601,8.978,4226
53.41540,-5.08953,8.927,4057
118.99615,85.15891,9.083,2080
186.80566,12.73481,8.995,1891
60.25425,74.08385,8.954,2494
177.68953,51.82421,8.854,965
285.48593,-53.86309,9.009,3625
27.44705,21.97085,8.704,2800
91.87440,-61.80758,8.963,1245
166.63231,-37.65312,8.974,2853
186.28735,-39.77550,8.969,3279
125.14869,21.06784,8.992,4509
206.60271,46.10739,8.939,1504
150.48026,72.17030,8.970,2000
112.55038,-62.25264,8.907,3193
74.88282,-15.82367,8.976,3864
149.26263,-32.25685,9.009,2672
44.15184,43.04737,8.972,2335
179.33716,25.19538,9.039,4502
100.21541,-32.48229,9.012,1486
348.30847,-28.35751,8.937,1508
345.01495,15.98034,8.994,2194
218.65477,-36.28584,8.967,4215
304.57556,-44.80697,9.013,2502
279.67908,-62.94302,9.008,4519
44.73333,-12.39859,8.989,3939
103.25803,-26.52512,9.001,2425
220.04755,-25.77661,9.053,3410
192.06282,10.98362,8.941,1160
162.94299,32.90068,9.035,1494
95.64437,51.90953,8.985,5816
200.73547,-12.96473,8.977,5428
279.16528,19.72928,9.016,4840
36.97787,20.33258,8.971,4078
56.77006,-33.70987,8.701,1075
179.78966,-53.40902,8.991,4307
220.04518,-44.31459,9.106,2865
164.75076,-28.47698,8.986,3552
46.52508,-39.03639,9.039,6261
7.42353,-51.52067,8.998,3301
288.45233,-59.29436,8.957,4472
162.80974,5.84009,8.539,1000
125.68109,22.55306,9.035,2057
148.49434,-27.28633,9.010,2462
183.97717,6.40111,9.060,2047
274.49506,-42.77093,8.944,6040
213.00299,-46.08872,9.007,2970
49.80924,-19.10000,8.923,1537
8.56459,-31.78600,9.049,1516
247.91739,-28.10181,8.951,4212
280.17102,-41.57393,9.013,5978
44.54294,3.36194,9.030,3126
157.33301,29.49144,8.795,1355
41.28631,-55.74057,9.007,5637
148.27975,16.67767,8.726,1400
220.62030,41.84231,8.979,5377
39.87465,-8.13919,9.120,1392
47.10933,4.11083,9.006,8590
184.95602,5.46340,9.037,2357
196.89058,-24.00856,9.047,3257
356.96567,-30.52203,8.959,2836
69.00434,19.95034,9.123,3371
83.50462,-23.31008,8.995,1649
330.81195,-33.83844,9.049,2708
157.48776,-35.22439,9.019,3797
207.29755,-7.22433,8.949,7213
284.11600,-54.21395,9.030,3108
37.77414,-36.03466,9.080,4658
279.64114,25.37513,8.990,3441
291.32977,-63.86016,9.023,5480
90.96842,-69.57745,8.980,4519
96.14960,-22.83825,8.827,2740
338.09918,-14.12052,9.018,2703
92.09944,-52.51230,9.039,4570
143.33961,-33.03351,8.830,925
167.38387,-37.34964,9.059,2897
191.66611,54.53419,9.052,5017
274.10712,-71.58130,9.009,3579
353.87033,-56.01228,8.995,3202
171.62415,16.86328,8.994,1231
54.13135,-43.95683,9.079,1231
226.50325,1.63381,9.093,1450
190.38686,41.15079,8.654,533
248.13274,82.53791,8.995,7408
147.35252,-32.83881,9.025,2885
182.04623,2.87832,8.785,1327
199.83603,-14.84453,9.137,2877
38.50008,20.97677,9.075,4295
279.15536,19.92151,9.045,4785
110.59394,22.08328,8.993,2278
19.79220,3.30083,9.001,5467
73.21729,-59.74226,8.814,1526
193.95395,4.30412,9.031,759
193.08165,-41.06002,9.015,3358
40.70123,28.57421,9.067,1545
56.57919,-34.94355,9.142,1939
193.84142,58.34400,9.047,2490
12.00621,27.62386,9.023,4938
15.71465,-65.61015,9.029,2297
183.26271,7.03881,9.102,2096
133.07639,-17.74449,9.058,1703
150.56950,24.71111,9.092,1387
194.16927,-7.56278,9.090,1306
190.65677,-40.74423,8.992,4483
219.45418,-36.87799,9.082,4373
230.23097,-2.57801,9.038,2014
139.34564,41.99971,9.020,1726
253.24535,2.40102,9.080,7339
95.41145,-59.73991,8.991,2267
214.01877,-52.60871,9.067,3231
58.39260,-66.01806,9.072,5365
84.51195,16.25667,9.033,5245
135.66432,-68.22684,9.096,3953
259.67126,60.60810,9.089,3796
274.73141,23.65561,9.052,5038
148.42035,1.57965,8.973,1289
358.47455,7.97055,9.021,5373
54.25194,32.66896,9.025,4250
58.38296,32.49280,9.087,4194
188.19870,63.93925,9.080,2516
228.37886,-20.67507,9.064,2254
324.75919,44.23888,9.047,5487
352.14624,32.41573,9.037,5132
29.17029,33.04351,9.049,4355
183.07834,29.17931,9.076,3784
283.23013,-59.25543,8.994,3608
62.99718,-32.85081,8.416,1169
187.18044,11.75492,9.061,161
235.09691,-63.32679,9.040,4660
210.54921,55.81401,9.037,1795
85.23830,-82.11940,9.053,4774
162.09776,-25.16204,9.032,3750
33.05132,44.56840,9.057,5118
114.55013,-69.47540,9.035,1501
221.28770,-20.87047,9.105,4089
142.72038,-14.73577,9.082,1957
211.40242,-39.20337,9.057,4087
213.10074,-30.64408,8.944,2619
252.92665,-2.61519,9.075,7022
71.62399,18.46091,8.997,4619
192.58022,-13.32434,9.070,4280
187.18982,44.86422,9.049,490
184.89995,-26.14551,9.053,3294
198.44121,-13.04236,9.064,6482
269.01553,18.37301,9.073,3068
43.80111,-0.18384,8.991,8958
213.33279,-3.14888,9.086,1852
341.38202,-39.34184,9.125,2355
309.14096,11.49471,8.973,4448
336.61490,16.14821,9.040,1844
17.86522,-38.08347,9.124,3527
88.72334,46.43934,9.064,6141
167.73706,53.38768,9.178,2847
38.69572,32.84621,9.081,4746
193.21925,-15.41330,9.060,4077
157.74834,-34.56295,9.077,2025
184.35759,6.69003,9.016,2224
185.08655,29.31088,9.118,984
19.89470,-58.52430,9.087,5105
227.73201,-11.47999,9.062,7472
31.13578,-52.17215,9.093,5915
143.02599,8.44186,9.096,2140
273.46207,18.82528,9.107,3100
30.27688,-6.81585,9.062,4078
232.48152,-70.58495,9.074,4552
244.08136,-61.29609,9.093,6330
341.05728,-64.04338,9.137,3444
290.23920,43.13249,9.065,4638
354.06311,-37.93947,9.189,720
126.78362,25.97034,9.113,2046
142.37601,7.71882,9.092,2146
224.66591,53.88609,9.135,3335
254.24861,-65.95293,9.030,4856
119.30725,23.76772,9.144,2332
181.34456,50.35279,9.118,746
185.75795,58.44464,9.081,4622
240.89825,-60.15027,9.071,5059
278.60318,-58.49662,8.902,2235
10.65345,-1.52878,9.080,5415
49.97563,41.56340,9.107,6090
55.48924,-4.70486,9.117,4114
101.59170,-26.10872,9.056,2344
197.38805,1.67311,8.931,5634
242.90390,-61.08137,9.122,4510
192.77826,10.91208,9.012,928
49.17918,41.32483,9.088,5650
74.83596,-7.85896,9.059,4186
140.51875,71.84400,9.099,3572
176.00900,19.94982,9.074,6234
178.81107,-37.69630,9.081,3004
227.20476,-11.20784,9.111,2105
50.52732,-15.40005,9.088,2154
290.37863,61.14489,9.166,2189
132.68948,-21.96337,9.092,2509
167.64497,-49.10261,9.075,2722
21.41789,34.71297,9.093,4822
269.02380,33.20840,9.206,4788
2.48559,-24.96313,8.948,545
34.55899,77.78107,9.048,2566
