muse_id model virial_velocity virial_velocity_err log_Mvir log_Mdvir_err concentration concentration_err rs_kpc rs_kpc_err rhos rhos_err log_X log_X_err
910 DC14 79.6143382291983 34.00595191302122 11.277847416027292 0.518694545187951 13.0872938704335 4.5601542754809055 6.426975906707575 5.888142040765022 9920566.028196238 9251102.523742907 -2.5101989708400834 0.36210770743296383
911 DC14 108.10145702537189 2.550807559107861 11.540420880708092 0.03075590087456723 23.451078844732162 1.4651121027206424 7.50814507598984 3.135368203590232 56972057.659958385 16867793.56042091 -1.2930853632149333 0.07582206224882342
915 DC14 71.83275017394217 11.137291663077585 11.057053716798118 0.19847866238127793 12.613633229492835 4.163519006669093 5.012843327067324 4.321320049998837 13426484.232456611 12333404.235432964 -1.998537542440201 0.4893311561121839
916 DC14 111.12264216295355 5.54647666834248 11.395453775562471 0.06482266638825479 11.844612621743448 3.803829099564134 7.026660454509106 7.526954486924789 32524787.558045916 33443231.74215519 -1.4255745922079068 0.3357857395797008
918 DC14 117.45821129080778 64.89352928278826 11.728202810742635 0.6485810228033202 13.333759033674623 5.547032380864864 8.12154483239674 9.266733087692566 14427260.631270085 17376754.709301434 -2.754900387517683 0.5567343618272527
925 DC14 149.44679428216207 5.730583695321448 11.77967643906971 0.04999374878626995 15.892525799181872 3.2952687846026993 8.388867971956214 6.4949385784317615 57797196.466968276 43787384.69280406 -1.3505727876223292 0.17957756737842542
926 DC14 112.61875679228903 31.262623206460102 11.594606454721578 0.3267218087138021 18.505813682157363 3.571734912482308 4.467200527326906 2.4239936717884545 40909701.60283446 18356844.365631297 -2.634668837955772 0.23209653189913998
927 DC14 159.67383496450643 51.763955128388396 12.097821835718857 0.42492509938782946 17.341462268913236 4.668380949492889 7.64888682629929 5.0873296905034255 28306210.199953523 17444111.522408627 -2.4371771537891727 0.3855070406809603
929 DC14 121.28415670254843 3.1995254103156134 11.561602320277807 0.0343536953383875 23.176081813291226 1.7807938110344812 2.8352451295175873 0.3722351805459464 127006124.93001933 21410593.102611396 -2.4730187424776284 0.33041570144735355
931 DC14 37.821684522892255 1.0703537682419324 10.296915116710617 0.03687674320938421 24.274426583039578 0.9454894648219121 2.9503285183170993 1.134672726838407 38876677.91035588 8621764.715661755 -1.3228137518511813 0.07400672515083759
933 DC14 159.2690785285356 44.67998452553774 11.955280319389878 0.3503834786597515 6.707698332410089 1.5378658740030848 13.886972563746355 5.80931935611559 5861716.708112175 5648676.8606134895 -2.6583272683665635 0.26754458349126803
